branch_id	parent	child	parent_value	child_value	branch_length	delta
edge_30	103	104	0.967969861359025	0.954344754578746	0.00134831	-0.013625106780279
edge_31	104	105	0.954344754578746	0.958193520736941	0.00436576	0.00384876615819463
edge_32	105	11	0.958193520736941	0.581288171	0.0391033	-0.376905349736941
edge_33	105	12	0.958193520736941	1.399751107	0.041972	0.441557586263059
edge_34	104	13	0.954344754578746	0.438388853	0.046961	-0.515955901578746
edge_35	103	14	0.967969861359025	1.867946598	0.0363817	0.899976736640975
edge_36	92	106	0.79566644920719	0.786825297499564	0.00253287	-0.00884115170762556
edge_37	106	107	0.786825297499564	0.757847329833107	0.00788462	-0.0289779676664573
edge_38	107	108	0.757847329833107	0.715805853724016	0.00751357	-0.0420414761090906
edge_39	108	109	0.715805853724016	0.687799872154712	0.0239984	-0.0280059815693043
edge_40	109	15	0.687799872154712	0.095456085	0.00991237	-0.592343787154712
edge_41	109	16	0.687799872154712	1.395679297	0.0120817	0.707879424845288
edge_42	108	17	0.715805853724016	0.560098442	0.035161	-0.155707411724016
edge_43	107	18	0.757847329833107	0.846765433	0.0463078	0.0889181031668931
edge_44	106	19	0.786825297499564	0.795876682	0.0490097	0.00905138450043574
edge_45	91	110	0.682056025180073	0.598648465281228	0.0295088	-0.0834075598988454
edge_46	110	20	0.598648465281228	1.503861489	0.00980608	0.905213023718772
edge_47	110	21	0.598648465281228	-0.369541777	0.0101767	-0.968190242281228
edge_48	90	111	0.383302870008038	0.687315053366611	0.0756104	0.304012183358574
edge_49	111	22	0.687315053366611	0.320570823	0.0365236	-0.366744230366611
edge_50	111	23	0.687315053366611	1.110820911	0.0301169	0.423505857633389
edge_51	89	112	0.366092619767405	0.475971759204356	0.0769354	0.109879139436951
edge_52	112	113	0.475971759204356	1.34461203094262	0.00395348	0.868640271738266
edge_53	113	114	1.34461203094262	0.275745862502455	0.000752035	-1.06886616844017
edge_54	114	115	0.275745862502455	-0.218535935970232	0.000562721	-0.494281798472688
edge_55	115	24	-0.218535935970232	-0.591599269	0.000155868	-0.373063333029768
edge_56	115	25	-0.218535935970232	0.087605424	0.000202063	0.306141359970232
edge_57	114	26	0.275745862502455	0.148404982	0.000234548	-0.127340880502455
edge_58	113	27	1.34461203094262	1.962361827	0.000376444	0.617749796057378
edge_59	112	116	0.475971759204356	-0.20254985838333	0.00310839	-0.678521617587686
edge_60	116	28	-0.20254985838333	-0.616960052	0.00303219	-0.41441019361667
edge_61	116	29	-0.20254985838333	-0.427602742	0.00275743	-0.22505288361667
edge_62	88	30	0.326071467046046	1.209997037	0.155402	0.883925569953954
edge_63	87	117	0.317966763903195	0.377894218291005	0.00696628	0.0599274543878098
edge_64	117	118	0.377894218291005	0.351445191974817	0.02798	-0.0264490263161879
edge_65	118	119	0.351445191974817	0.81384669320816	0.00606519	0.462401501233344
edge_66	119	120	0.81384669320816	0.80633933833612	0.000306777	-0.00750735487204046
edge_67	120	121	0.80633933833612	0.73080094102112	0.00644989	-0.0755383973149998
edge_68	121	31	0.73080094102112	-0.017963907	0.00896543	-0.74876484802112
edge_69	121	32	0.73080094102112	1.452350987	0.0100487	0.72155004597888
edge_70	120	33	0.80633933833612	0.686424439	0.00939763	-0.11991489933612
edge_71	119	34	0.81384669320816	1.893712726	0.0107225	1.07986603279184
edge_72	118	35	0.351445191974817	-0.638491943	0.0128257	-0.989937134974817
edge_73	117	36	0.377894218291005	0.680382454	0.0316815	0.302488235708995
edge_74	86	122	0.22224486819745	0.113718492937223	0.0047533	-0.108526375260226
edge_75	122	123	0.113718492937223	0.109828562960814	0.000287044	-0.00388992997640952
edge_76	123	124	0.109828562960814	0.091763080571284	0.00201048	-0.0180654823895297
edge_77	124	125	0.091763080571284	0.102806783358457	0.0011216	0.0110437027871733
edge_78	125	126	0.102806783358457	0.208585738276157	0.0144221	0.1057789549177
edge_79	126	127	0.208585738276157	0.386811581518007	0.00766793	0.17822584324185
edge_80	127	37	0.386811581518007	0.969936871	0.0555366	0.583125289481993
edge_81	127	128	0.386811581518007	0.797041348820924	0.0321921	0.410229767302917
edge_82	128	129	0.797041348820924	0.780358753273191	0.0103334	-0.0166825955477334
edge_83	129	38	0.780358753273191	0.893774578	0.00185597	0.113415824726809
edge_84	129	130	0.780358753273191	0.613366690141685	0.00266237	-0.166992063131506
edge_85	130	131	0.613366690141685	1.45335154174081	0.000182771	0.839984851599122
edge_86	131	39	1.45335154174081	1.915151451	1.93496e-05	0.461799909259193
edge_87	131	40	1.45335154174081	0.588552978	4.48773e-05	-0.864798563740807
edge_88	130	41	0.613366690141685	-0.684921431	0.000278689	-1.29828812114169
edge_89	128	42	0.797041348820924	1.050144576	0.0176285	0.253103227179076
edge_90	126	132	0.208585738276157	-0.0869021962409487	0.0185742	-0.295487934517106
edge_91	132	43	-0.0869021962409487	-0.019502797	0.0357833	0.0673993992409487
edge_92	132	44	-0.0869021962409487	-0.610912114	0.0294519	-0.524009917759051
edge_93	125	133	0.102806783358457	0.155146540824366	0.0208369	0.052339757465909
edge_94	133	134	0.155146540824366	-0.289725722857696	0.0398056	-0.444872263682062
edge_95	134	45	-0.289725722857696	0.118939382	0.000789453	0.408665104857696
edge_96	134	46	-0.289725722857696	-0.700960411	0.000777628	-0.411234688142304
edge_97	133	47	0.155146540824366	1.435032112	0.0935042	1.27988557117563
edge_98	124	135	0.091763080571284	0.0822955177746871	0.000502737	-0.00946756279659684
edge_99	135	136	0.0822955177746871	0.0772996223637896	0.000365614	-0.00499589541089758
edge_100	136	137	0.0772996223637896	0.0379976423182538	0.00629325	-0.0393019800455357
edge_101	137	138	0.0379976423182538	-5.86054226064171e-05	0.00483323	-0.0380562477408603
edge_102	138	139	-5.86054226064171e-05	-0.0117165976549944	0.00235662	-0.011657992232388
edge_103	139	48	-0.0117165976549944	0.340210589	0.0374404	0.351927186654994
edge_104	139	49	-0.0117165976549944	-0.549477928	0.0374836	-0.537761330345006
edge_105	138	140	-5.86054226064171e-05	-0.00980705913477668	0.00333057	-0.00974845371217027
edge_106	140	141	-0.00980705913477668	0.0851207975888496	0.0206589	0.0949278567236263
edge_107	141	50	0.0851207975888496	-0.620910752	0.027098	-0.70603154958885
edge_108	141	51	0.0851207975888496	1.410355025	0.043238	1.32523422741115
edge_109	140	142	-0.00980705913477668	-0.0190896248759527	0.00123406	-0.00928256574117606
edge_110	142	52	-0.0190896248759527	-0.513348741	0.0478239	-0.494259116124047
edge_111	142	53	-0.0190896248759527	0.095456085	0.04072	0.114545709875953
edge_112	137	54	0.0379976423182538	0.113552236	0.0463874	0.0755545936817462
edge_113	136	55	0.0772996223637896	-0.447242509	0.0706997	-0.52454213136379
edge_114	135	56	0.0822955177746871	-0.369541777	0.0874359	-0.451837294774687
edge_115	123	143	0.109828562960814	0.0971048208382909	0.00278661	-0.0127237421225229
edge_116	143	144	0.0971048208382909	0.0998032005548634	0.00187151	0.00269837971657257
edge_117	144	57	0.0998032005548634	0.057480013	0.0471712	-0.0423231875548634
edge_118	144	145	0.0998032005548634	0.293586506073918	0.0828472	0.193783305519054
edge_119	145	146	0.293586506073918	0.596025623452973	0.00819307	0.302439117379056
edge_120	146	58	0.596025623452973	0.83495277	0.0127901	0.238927146547027
edge_121	146	147	0.596025623452973	0.695240032061516	0.00544136	0.0992144086085426
edge_122	147	59	0.695240032061516	1.295210385	0.00594836	0.599970352938484
edge_123	147	60	0.695240032061516	0.147201388	0.00663246	-0.548038644061516
edge_124	145	61	0.293586506073918	-0.458591995	0.021755	-0.752178501073918
edge_125	143	148	0.0971048208382909	0.0718668102351924	0.00420084	-0.0252380106030985
edge_126	148	62	0.0718668102351924	0.016436998	0.120016	-0.0554298122351924
edge_127	148	63	0.0718668102351924	-0.391716261	0.0835888	-0.463583071235192
edge_128	122	149	0.113718492937223	0.0284626747084004	0.00918694	-0.0852558182288228
edge_129	149	64	0.0284626747084004	-0.588014892	0.079224	-0.6164775667084
edge_130	149	150	0.0284626747084004	0.0242445139331	0.00281462	-0.00421816077530047
edge_131	150	65	0.0242445139331	0.26919633	0.0759146	0.2449518160669
edge_132	150	151	0.0242445139331	-0.085032680227168	0.0231258	-0.109277194160268
edge_133	151	66	-0.085032680227168	0.174273101	0.11478	0.259305781227168
edge_134	151	67	-0.085032680227168	-0.663688726	0.0828487	-0.578656045772832
edge_135	85	152	0.13081057114543	0.137210408309363	0.0159514	0.00639983716393239
edge_136	152	153	0.137210408309363	0.361530024063104	0.0412669	0.224319615753741
edge_137	153	154	0.361530024063104	0.307866527210677	0.0250025	-0.053663496852427
edge_138	154	155	0.307866527210677	0.131476524795774	0.00338943	-0.176390002414903
edge_139	155	156	0.131476524795774	-0.335334975834981	0.00703932	-0.466811500630756
edge_140	156	157	-0.335334975834981	-0.276001533896532	0.00174262	0.0593334419384493
edge_141	157	158	-0.276001533896532	0.275746537814353	0.00198231	0.551748071710885
edge_142	158	68	0.275746537814353	0.55387009	0.000241644	0.278123552185647
edge_143	158	69	0.275746537814353	0.032098297	0.000279212	-0.243648240814353
edge_144	157	70	-0.276001533896532	-0.612536888	0.00137762	-0.336535354103468
edge_145	156	71	-0.335334975834981	-0.541048563	0.00204969	-0.205713587165019
edge_146	155	159	0.131476524795774	0.226733635875652	0.00667363	0.0952571110798782
edge_147	159	72	0.226733635875652	-0.648412619	0.00287232	-0.875146254875652
edge_148	159	73	0.226733635875652	1.130410399	0.00283323	0.903676763124348
edge_149	154	160	0.307866527210677	0.466409485580823	0.00317754	0.158542958370145
