species
Pinaroloxias_inornata
Geospiza_acutirostris
Geospiza_fortis
Geospiza_propinqua
Geospiza_scandens
Geospiza_conirostris
Geospiza_magnirostris
Geospiza_difficilis
Geospiza_septentrionalis
Geospiza_fuliginosa
Platyspiza_crassirostris
Certhidea_olivacea
Certhidea_fusca
Melanospiza_bicolor
Melanospiza_richardsoni
Phonipara_canora
Loxigilla_barbadensis
Loxigilla_noctis
Loxipasser_anoxanthus
Euneornis_campestris
Tiaris_olivaceus
Coereba_flaveola
Tangara_florida
Tangara_icterocephala
Tangara_arthus
Tangara_johannae
Tangara_schrankii
Tangara_parzudakii
Tangara_xanthocephala
Tangara_chrysotis
Tangara_brasiliensis
Tangara_mexicana
Tangara_inornata
Tangara_callophrys
Tangara_velia
Tangara_chilensis
Tangara_cyanoventris
Tangara_desmaresti
Tangara_cyanocephala
Tangara_fastuosa
Tangara_seledon
Tangara_gyrola
Tangara_lavinia
Tangara_dowii
Tangara_fucosa
Tangara_nigroviridis
Tangara_vassorii
Tangara_labradorides
Tangara_rufigenis
Tangara_cyanotis
Bangsia_edwardsi
Bangsia_melanochlamys
Bangsia_flavovirens
Wetmorethraupis_sterrhopteron
Paroaria_capitata
Paroaria_coronata
Paroaria_dominicana
Neothraupis_fasciata
Schistochlamys_melanopis
Schistochlamys_ruficapillus
Cissopis_leverianus
Stephanophorus_diadematus
Chlorochrysa_calliparaea
Chlorochrysa_nitidissima
Chlorochrysa_phoenicotis
Anisognathus_igniventris
Anisognathus_lacrymosus
Anisognathus_melanogenys
Anisognathus_notabilis
Anisognathus_somptuosus
Cnemathraupis_aureodorsalis
Cnemathraupis_eximia
Chlorornis_riefferii
Buthraupis_montana
Tephrophilus_wetmorei
Sporathraupis_cyanocephala
Dubusia_carrikeri
Dubusia_taeniata
Dubusia_stictocephala
Dubusia_castaneoventris
Pipraeidea_melanonota
Iridosornis_reinhardti
Iridosornis_rufivertex
Iridosornis_jelskii
Iridosornis_analis
Iridosornis_porphyrocephalus
Calochaetes_coccineus
Orchesticus_abeillei
Parkerthraustes_humeralis
Incaspiza_watkinsi
Sporophila_palustris
Sporophila_ruficollis
Sporophila_hypoxantha
Sporophila_bouvreuil
Sporophila_telasco
Sporophila_ardesiaca
Sporophila_nigricollis
Sporophila_caerulescens
Sporophila_plumbea
Sporophila_angolensis
Sporophila_funerea
Sporophila_nuttingi
Dacnis_lineata
Dacnis_viguieri
Dacnis_hartlaubi
Dacnis_cayana
Dacnis_flaviventer
Dacnis_albiventris
Dacnis_nigripes
Dacnis_venusta
Dacnis_berlepschi
Tersina_viridis
Diglossa_gloriosa
Diglossa_humeralis
Diglossa_brunneiventris
Diglossa_carbonaria
Diglossa_albilatera
Diglossa_venezuelensis
Diglossa_duidae
Diglossa_major
Diglossa_gloriosissima
Diglossa_lafresnayii
Diglossa_mystacalis
Diglossa_baritula
Diglossa_plumbea
Diglossa_sittoides
Diglossa_indigotica
Diglossa_caerulescens
Diglossa_cyanea
Diglossa_glauca
Geospizopsis_plebejus
Xenodacnis_parina
Melanodera_melanodera
Nesospiza_questi
Nesospiza_wilkinsi
Nesospiza_acunhae
Phrygilus_gayi
Phrygilus_patagonicus
Conirostrum_cinereum
Conirostrum_rufum
Conirostrum_tamarugense
Conirostrum_ferrugineiventre
Conirostrum_sitticolor
Conirostrum_binghami
Conirostrum_albifrons
Conirostrum_leucogenys
Conirostrum_speciosum
Conirostrum_margaritae
Microspingus_melanoleucus
Microspingus_torquatus
Microspingus_trifasciatus
Microspingus_erythrophrys
Microspingus_cabanisi
Microspingus_lateralis
Nephelornis_oneilli
Cypsnagra_hirundinacea
Donacospiza_albifrons
Thlypopsis_ornata
Thlypopsis_pectoralis
Thlypopsis_superciliaris
Thlypopsis_ruficeps
Thlypopsis_pyrrhocoma
Thlypopsis_inornata
Thlypopsis_sordida
Thlypopsis_fulviceps
Sphenopsis_frontalis
Sphenopsis_melanotis
Kleinothraupis_atropileus
Kleinothraupis_reyi
Kleinothraupis_calophrys
Kleinothraupis_parodii
Poospiza_goeringi
Poospiza_rufosuperciliaris
Poospiza_ornata
Poospiza_nigrorufa
Cnemoscopus_chrysogaster
Cnemoscopus_rubrirostris
Pseudospingus_verticalis
Pseudospingus_xanthophthalmus
Piezorina_cinerea
Saltator_aurantiirostris
Saltator_fuliginosus
Saltator_grossus
Saltator_atriceps
Saltator_maximus
Saltator_coerulescens
Saltator_albicollis
Saltator_striatipectus
Saltator_similis
Saltatricula_multicolor
Emberizoides_herbicola
Embernagra_platensis
Lanio_aurantius
Lanio_leucothorax
Lanio_fulvus
Lanio_versicolor
Coryphospingus_cucullatus
Coryphospingus_pileatus
Ramphocelus_carbo
Ramphocelus_melanogaster
Ramphocelus_dimidiatus
Ramphocelus_nigrogularis
Ramphocelus_bresilius
Ramphocelus_flammigerus
Ramphocelus_passerinii
Ramphocelus_sanguinolentus
Tachyphonus_coronatus
Tachyphonus_rufus
Tachyphonus_phoenicius
Eucometis_penicillata
Trichothraupis_melanops
Conothraupis_mesoleuca
Conothraupis_speculigera
Volatinia_jacarina
Creurgops_dentatus
Creurgops_verticalis
Hemithraupis_guira
Hemithraupis_ruficapilla
Hemithraupis_flavicollis
Heterospingus_rubrifrons
Heterospingus_xanthopygius
Chrysothlypis_chrysomelas
Chrysothlypis_salmoni
Chlorophanes_spiza
Iridophanes_pulcherrimus
Compsothraupis_loricata
Sericossypha_albocristata
Nemosia_pileata
Nemosia_rourei
Cyanicterus_cyanicterus
Lamprospiza_melanoleuca
Orthogonys_chloricterus
Mitrospingus_cassinii
Mitrospingus_oleagineus
Amaurospiza_moesta
Cyanoloxia_brissonii
Cyanoloxia_glaucocaerulea
Cyanoloxia_cyanoides
Cyanoloxia_rothschildii
Cyanocompsa_parellina
Passerina_ciris
Passerina_versicolor
Passerina_leclancherii
Passerina_rositae
Passerina_amoena
Passerina_caerulea
Passerina_cyanea
Granatellus_paraensis
Granatellus_pelzelni
Granatellus_sallaei
Granatellus_venustus
Piranga_bidentata
Piranga_ludoviciana
Piranga_olivacea
Piranga_flava
Piranga_rubra
Piranga_roseogularis
Piranga_leucoptera
Piranga_rubriceps
Piranga_erythrocephala
Cardinalis_phoeniceus
Cardinalis_sinuatus
Caryothraustes_canadensis
Caryothraustes_poliogaster
Habia_rubica
Pheucticus_chrysopeplus
Pheucticus_tibialis
Pheucticus_melanocephalus
Pheucticus_ludovicianus
Setophaga_chrysoparia
Setophaga_virens
Setophaga_occidentalis
Setophaga_townsendi
Setophaga_nigrescens
Setophaga_graciae
Setophaga_delicata
Setophaga_subita
Setophaga_discolor
Setophaga_vitellina
Setophaga_dominica
Setophaga_flavescens
Setophaga_pinus
Setophaga_pityophila
Setophaga_coronata
Setophaga_palmarum
Setophaga_tigrina
Setophaga_castanea
Setophaga_pensylvanica
Setophaga_striata
Setophaga_petechia
Setophaga_fusca
Setophaga_cerulea
Setophaga_americana
Setophaga_pitiayumi
Setophaga_magnolia
Setophaga_caerulescens
Setophaga_citrina
Setophaga_ruticilla
Setophaga_kirtlandii
Setophaga_angelae
Setophaga_pharetra
Setophaga_plumbea
Catharopeza_bishopi
Myioborus_albifrons
Myioborus_ornatus
Myioborus_melanocephalus
Myioborus_flavivertex
Myioborus_brunniceps
Myioborus_albifacies
Myioborus_cardonai
Myioborus_castaneocapilla
Myioborus_pariae
Myioborus_torquatus
Myioborus_miniatus
Myioborus_pictus
Cardellina_rubra
Cardellina_versicolor
Cardellina_rubrifrons
Cardellina_canadensis
Cardellina_pusilla
Basileuterus_trifasciatus
Basileuterus_tristriatus
Basileuterus_culicivorus
Basileuterus_ignotus
Basileuterus_melanogenys
Basileuterus_belli
Basileuterus_rufifrons
Myiothlypis_flaveola
Myiothlypis_leucoblephara
Myiothlypis_leucophrys
Myiothlypis_fulvicauda
Myiothlypis_rivularis
Myiothlypis_nigrocristata
Myiothlypis_signata
Myiothlypis_basilica
Myiothlypis_luteoviridis
Myiothlypis_chrysogaster
Myiothlypis_bivittata
Myiothlypis_cinereicollis
Myiothlypis_conspicillata
Myiothlypis_coronata
Myiothlypis_fraseri
Mniotilta_varia
Vermivora_chrysoptera
Vermivora_cyanoptera
Vermivora_bachmanii
Geothlypis_beldingi
Geothlypis_flavovelata
Geothlypis_trichas
Geothlypis_rostrata
Geothlypis_nelsoni
Geothlypis_semiflava
Geothlypis_speciosa
Geothlypis_formosa
Geothlypis_aequinoctialis
Geothlypis_poliocephala
Geothlypis_philadelphia
Leucopeza_semperi
Oporornis_agilis
Leiothlypis_luciae
Leiothlypis_virginiae
Leiothlypis_ruficapilla
Leiothlypis_crissalis
Leiothlypis_celata
Leiothlypis_peregrina
Limnothlypis_swainsonii
Protonotaria_citrea
Parkesia_motacilla
Parkesia_noveboracensis
Helmitheros_vermivorum
Seiurus_aurocapilla
Pseudoleistes_guirahuro
Pseudoleistes_virescens
Xanthopsar_flavus
Chrysomus_icterocephalus
Chrysomus_ruficapillus
Agelaioides_badius
Agelaioides_fringillarius
Oreopsar_bolivianus
Agelasticus_cyanopus
Agelasticus_xanthophthalmus
Agelasticus_thilius
Gnorimopsar_chopi
Anumara_forbesi
Amblyramphus_holosericeus
Curaeus_curaeus
Gymnomystax_mexicanus
Hypopyrrhus_pyrohypogaster
Lampropsar_tanagrinus
Macroagelaius_imthurni
Macroagelaius_subalaris
Quiscalus_major
Quiscalus_mexicanus
Quiscalus_niger
Quiscalus_lugubris
Quiscalus_nicaraguensis
Quiscalus_quiscula
Euphagus_carolinus
Euphagus_cyanocephalus
Ptiloxena_atroviolacea
Dives_dives
Dives_warczewiczi
Molothrus_aeneus
Molothrus_bonariensis
Molothrus_oryzivorus
Molothrus_rufoaxillaris
Agelaius_assimilis
Agelaius_tricolor
Agelaius_humeralis
Agelaius_xanthomus
Nesopsar_nigerrimus
Icterus_cayanensis
Icterus_pyrrhopterus
Icterus_auricapillus
Icterus_dominicensis
Icterus_laudabilis
Icterus_bonana
Icterus_portoricensis
Icterus_oberi
Icterus_melanopsis
Icterus_northropi
Icterus_prosthemelas
Icterus_spurius
Icterus_cucullatus
Icterus_wagleri
Icterus_maculialatus
Icterus_icterus
Icterus_jamacaii
Icterus_croconotus
Icterus_graceannae
Icterus_pectoralis
Icterus_mesomelas
Icterus_gularis
Icterus_nigrogularis
Icterus_auratus
Icterus_leucopteryx
Icterus_pustulatus
Icterus_abeillei
Icterus_galbula
Icterus_chrysater
Icterus_graduacauda
Icterus_parisorum
Cacicus_latirostris
Cacicus_oseryi
Cacicus_haemorrhous
Cacicus_chrysonotus
Cacicus_cela
Cacicus_uropygialis
Cacicus_koepckeae
Cacicus_sclateri
Cacicus_chrysopterus
Cacicus_solitarius
Psarocolius_cassini
Psarocolius_guatimozinus
Psarocolius_montezuma
Psarocolius_bifasciatus
Psarocolius_viridis
Psarocolius_decumanus
Psarocolius_angustifrons
Psarocolius_atrovirens
Psarocolius_wagleri
Cassiculus_melanicterus
Amblycercus_holosericeus
Leistes_militaris
Leistes_superciliaris
Leistes_bellicosus
Leistes_defilippii
Leistes_loyca
Sturnella_magna
Sturnella_neglecta
Dolichonyx_oryzivorus
Xanthocephalus_xanthocephalus
Teretistris_fernandinae
Teretistris_fornsi
Icteria_virens
Spindalis_dominicensis
Spindalis_portoricensis
Spindalis_nigricephala
Spindalis_zena
Nesospingus_speculiferus
Microligea_palustris
Xenoligea_montana
Phaenicophilus_palmarum
Phaenicophilus_poliocephalus
Calyptophilus_frugivorus
Zeledonia_coronata
Atlapetes_latinuchus
Atlapetes_nigrifrons
Atlapetes_pallidinucha
Atlapetes_leucopterus
Atlapetes_nationi
Atlapetes_seebohmi
Atlapetes_schistaceus
Atlapetes_taczanowskii
Atlapetes_blancae
Atlapetes_crassus
Atlapetes_tricolor
Atlapetes_rufigenis
Atlapetes_flaviceps
Atlapetes_fuscoolivaceus
Atlapetes_leucopis
Atlapetes_canigenis
Atlapetes_terborghi
Atlapetes_melanopsis
Atlapetes_citrinellus
Atlapetes_fulviceps
Atlapetes_melanolaemus
Atlapetes_rufinucha
Atlapetes_melanocephalus
Atlapetes_semirufus
Atlapetes_albofrenatus
Atlapetes_tibialis
Atlapetes_albinucha
Atlapetes_pileatus
Pipilo_erythrophthalmus
Pipilo_maculatus
Pipilo_chlorurus
Pipilo_ocai
Melozone_aberti
Melozone_crissalis
Melozone_fusca
Melozone_albicollis
Melozone_kieneri
Melozone_biarcuata
Melozone_leucotis
Melozone_occipitalis
Aimophila_rufescens
Aimophila_ruficeps
Aimophila_notosticta
Pezopetes_capitalis
Torreornis_inexpectata
Ammospiza_caudacuta
Ammospiza_nelsoni
Ammospiza_maritima
Ammospiza_leconteii
Artemisiospiza_belli
Artemisiospiza_nevadensis
Pooecetes_gramineus
Melospiza_georgiana
Melospiza_lincolnii
Xenospiza_baileyi
Passerculus_sandwichensis
Oriturus_superciliosus
Junco_bairdi
Junco_phaeonotus
Junco_vulcani
Zonotrichia_querula
Zonotrichia_atricapilla
Zonotrichia_capensis
Passerella_iliaca
Arremon_brunneinucha
Arremon_flavirostris
Arremon_aurantiirostris
Arremon_franciscanus
Arremon_semitorquatus
Arremon_taciturnus
Arremon_schlegeli
Arremon_abeillei
Arremon_nigriceps
Spizella_breweri
Spizella_pusilla
Spizella_wortheni
Spizella_pallida
Spizella_atrogularis
Spizella_passerina
Amphispiza_bilineata
Calamospiza_melanocorys
Chondestes_grammacus
Chlorospingus_inornatus
Chlorospingus_semifuscus
Chlorospingus_tacarcunae
Chlorospingus_flavopectus
Chlorospingus_pileatus
Chlorospingus_canigularis
Chlorospingus_flavigularis
Chlorospingus_parvirostris
Peucaea_aestivalis
Peucaea_cassinii
Peucaea_botterii
Peucaea_humeralis
Peucaea_mystacalis
Peucaea_ruficauda
Peucaea_carpalis
Peucaea_sumichrasti
Rhynchospiza_strigiceps
Rhynchospiza_stolzmanni
Ammodramus_aurifrons
Ammodramus_humeralis
Ammodramus_savannarum
Emberiza_caesia
Emberiza_hortulana
Emberiza_cineracea
Emberiza_buchanani
Emberiza_leucocephalos
Emberiza_stewarti
Emberiza_cirlus
Emberiza_cia
Emberiza_godlewskii
Emberiza_cioides
Emberiza_jankowskii
Emberiza_koslowi
Emberiza_fucata
Emberiza_calandra
Emberiza_bruniceps
Emberiza_melanocephala
Emberiza_lathami
Emberiza_affinis
Emberiza_personata
